	1Pulse-H_(Benzyl_benzoate)	1Pulse-H_(Cis_Decahydronaftalene)	1Pulse-H_(EthylPhenylPropiolate)	1Pulse-H_(m-Anisaldehyde)	1Pulse-H_(Mieszanina_4)	
3.64087	0.0003836	0.000524616	0.0756801	0.000840337	0.00637205	
3.64263	0.00042875	0.000560875	0.0832268	0.000770417	0.00659879	
3.64439	0.0004739	0.000557328	0.091277	0.000660586	0.00682552	
3.64614	0.000478186	0.000537402	0.0995284	0.000610777	0.00705376	
3.6479	0.000482472	0.000557283	0.107372	0.00065409	0.00733012	
3.64965	0.000486758	0.000594579	0.113991	0.000698236	0.00762252	
3.65141	0.000491044	0.000592068	0.118619	0.000702471	0.00791493	
3.65317	0.000498349	0.00053897	0.12065	0.000715436	0.00814918	
3.65492	0.000505654	0.000485872	0.12002	0.000728402	0.00843156	
3.65668	0.000512959	0.000527315	0.117152	0.000758828	0.0087801	
3.65843	0.000520263	0.000568757	0.112869	0.000789254	0.00917677	
3.66019	0.000508053	0.000569408	0.107928	0.000788293	0.00953785	
3.66194	0.000495842	0.000530253	0.102771	0.000787331	0.00989892	
3.6637	0.000483631	0.000533392	0.0976016	0.00078637	0.010276	
3.66546	0.00047142	0.000536531	0.092468	0.000785409	0.0107013	
3.66721	0.000456622	0.000524743	0.0874183	0.000755346	0.0111797	
3.66897	0.000441823	0.000512954	0.0824405	0.000725284	0.011658	
3.67072	0.000406323	0.000521069	0.0775099	0.000695222	0.0121735	
3.67248	0.000370823	0.000529184	0.0725793	0.000665159	0.0127371	
3.67424	0.000348976	0.000520236	0.0678036	0.000693	0.0133555	
3.67599	0.000327128	0.000511289	0.0633395	0.000720841	0.0140541	
3.67775	0.000325983	0.000522245	0.0592426	0.000715423	0.0147808	
3.6795	0.000324837	0.000533201	0.0554573	0.000710006	0.0155555	
3.68126	0.000331886	0.000534205	0.0519297	0.000683386	0.0163985	
3.68301	0.000338935	0.000535209	0.0486658	0.000656767	0.0173858	
3.68477	0.000345984	0.000533726	0.0457375	0.000676709	0.0185235	
3.68653	0.000353032	0.000532242	0.0431209	0.000696651	0.0198056	
3.68828	0.000341967	0.000544804	0.0407129	0.000698924	0.0212697	
3.69004	0.000330902	0.000517561	0.0384728	0.000701198	0.0229423	
3.69179	0.000299135	0.000490317	0.0364004	0.000670213	0.0248454	
3.69355	0.000267368	0.000502879	0.0344959	0.000639228	0.0269892	
3.69531	0.000248109	0.000535345	0.0327562	0.000619884	0.0294167	
3.69706	0.000228849	0.000567811	0.0311363	0.000600539	0.0321169	
3.69882	0.000255306	0.000556324	0.0296693	0.000614453	0.0350417	
3.70057	0.000281763	0.000544837	0.0283221	0.000628367	0.0380787	
3.70233	0.000290267	0.000571549	0.0270945	0.000651011	0.0411047	
3.70408	0.000257368	0.000598262	0.0259867	0.000673656	0.0438901	
3.70584	0.000227057	0.000600925	0.0249689	0.000649738	0.0460618	
3.7076	0.000196745	0.000563781	0.0240229	0.000625821	0.0472551	
3.70935	0.0002087	0.000536589	0.0231586	0.000598578	0.0473426	
3.71111	0.000220655	0.000509397	0.0223663	0.000571335	0.0464195	
3.71286	0.000264525	0.000512889	0.0216241	0.000564046	0.0448247	
3.71462	0.000308394	0.000516382	0.0209179	0.000556758	0.042893	
3.71638	0.000342237	0.000526923	0.0202617	0.000572751	0.0408992	
3.71813	0.000334676	0.000537464	0.0196774	0.000588743	0.0389535	
3.71989	0.000288299	0.000517321	0.0191546	0.000624691	0.0370348	
3.72164	0.000241923	0.000497178	0.0187036	0.000660638	0.0351162	
3.7234	0.000257651	0.000491133	0.0183141	0.000638384	0.0331825	
3.72515	0.000273379	0.000524895	0.0179606	0.000616129	0.0312969	
3.72691	0.000264093	0.000558656	0.0176415	0.000593875	0.0294154	
3.72867	0.000213404	0.000552612	0.0173584	0.00057162	0.0275338	
3.73042	0.000186853	0.000533447	0.0171128	0.000555485	0.0256903	
3.73218	0.000160302	0.000514282	0.0169391	0.000539349	0.0239591	
3.73393	0.000179467	0.000495118	0.0167856	0.000523214	0.0224053	
3.73569	0.000198632	0.000475953	0.0166322	0.000507078	0.0209638	
3.73745	0.000234186	0.000464667	0.0165162	0.000533763	0.0196356	
3.7392	0.00026974	0.000493187	0.0164721	0.000560448	0.0184196	
3.74096	0.000256991	0.000521707	0.0164812	0.000553874	0.017308	
3.74271	0.000244241	0.000510421	0.0165263	0.00050739	0.0162765	
3.74447	0.000258877	0.000482134	0.0166098	0.000492502	0.0153165	
3.74622	0.000273514	0.000453847	0.0166933	0.00054413	0.0144367	
3.74798	0.000265724	0.000493563	0.0168449	0.000593264	0.0136611	
3.74974	0.000216531	0.000533279	0.0169966	0.000575882	0.0129337	
3.75149	0.000190195	0.000546042	0.0171692	0.000537297	0.0122634	
3.75325	0.000205263	0.000518999	0.0173418	0.000498712	0.0116412	
3.755	0.000222056	0.000514347	0.0175526	0.000502531	0.0110912	
3.75676	0.000197446	0.000509695	0.0177994	0.000506351	0.0105894	
3.75852	0.000178281	0.000497839	0.0181	0.000532256	0.0101056	
3.76027	0.000228121	0.000485983	0.0184724	0.000558161	0.00966987	
3.76203	0.000298664	0.000474126	0.0189011	0.000564111	0.00928732	
3.76378	0.0003002	0.00046227	0.0193297	0.000570061	0.00895289	
3.76554	0.000232299	0.000466585	0.0197576	0.000545663	0.00864953	
3.76729	0.000205802	0.0004709	0.0202574	0.000521265	0.00834618	
3.76905	0.000255212	0.000452824	0.0208517	0.000543429	0.00808895	
3.77081	0.000304621	0.000474554	0.0215657	0.000565592	0.00783171	
3.77256	0.000274781	0.00054003	0.0223433	0.000568217	0.00759228	
3.77432	0.000244942	0.000605505	0.0231928	0.000570841	0.00740096	
3.77607	0.000263406	0.000588881	0.0241232	0.000573465	0.00722568	
3.77783	0.00028187	0.000505912	0.0251735	0.000576089	0.00705041	
3.77959	0.00026842	0.000449895	0.0263061	0.000508456	0.00683904	
3.78134	0.000254969	0.000460222	0.0275587	0.000440822	0.0066758	
3.7831	0.000276021	0.000475526	0.02894	0.000472963	0.00658975	
3.78485	0.000338477	0.000451022	0.0304893	0.000505104	0.0065037	
3.78661	0.000366968	0.000441123	0.0322097	0.000514302	0.00639353	
3.78836	0.000326454	0.000497567	0.0341459	0.0005235	0.00628336	
3.79012	0.000306642	0.000571426	0.0363548	0.000552653	0.00624537	
3.79188	0.00028683	0.000578942	0.0388753	0.000581806	0.00620738	
3.79363	0.000268743	0.000536699	0.0416932	0.000585183	0.00613731	
3.79539	0.000250656	0.000494457	0.0449187	0.000588561	0.00606724	
3.79714	0.000251546	0.000521046	0.0486357	0.000545377	0.00602625	
3.7989	0.000321441	0.000547636	0.052904	0.000502194	0.00603338	
3.80066	0.000387886	0.000563859	0.0577348	0.000469299	0.00607334	
3.80241	0.000385325	0.000580082	0.0631169	0.000436405	0.0061133	
3.80417	0.000377589	0.000563133	0.0691253	0.000474184	0.00622845	
3.80592	0.000411256	0.000546184	0.0757331	0.000511963	0.00634361	
3.80768	0.000460449	0.000519699	0.0828166	0.000504428	0.00644272	
3.80943	0.000440637	0.000493213	0.0900678	0.000456983	0.00654183	
3.81119	0.000363033	0.000469215	0.0970794	0.000451942	0.00668105	
3.81295	0.000326832	0.000445217	0.103156	0.000486812	0.00682026	
3.8147	0.0003643	0.000404271	0.107605	0.000505364	0.00698742	
3.81646	0.000401768	0.00040313	0.109825	0.000457399	0.00715458	
3.81821	0.000393519	0.000465846	0.109687	0.000409434	0.00740997	
3.81997	0.000385271	0.000528562	0.107463	0.000427986	0.00766535	
3.82173	0.000398587	0.000516226	0.103634	0.000479381	0.00790269	
3.82348	0.000411903	0.00050389	0.0988698	0.000490865	0.00814003	
3.82524	0.000414005	0.000522238	0.0937322	0.000495698	0.00843853	
3.82699	0.000374705	0.000540587	0.0885586	0.000500531	0.00878515	
3.82875	0.000367319	0.000526178	0.0834724	0.000496945	0.00912074	
3.8305	0.000359933	0.000471962	0.0785061	0.000493359	0.00945633	
3.83226	0.000370661	0.00043765	0.0737009	0.000469819	0.00985909	
3.83402	0.000381389	0.000443144	0.0691115	0.000446278	0.01031	
3.83577	0.000385217	0.000437028	0.0647333	0.000481979	0.0107789	
3.83753	0.000389045	0.000430912	0.0605229	0.00051768	0.011296	
3.83928	0.000381659	0.000444699	0.0565365	0.000533425	0.0118992	
3.84104	0.00033287	0.000458486	0.0528138	0.000549171	0.0125827	
3.84279	0.000302437	0.000480462	0.0493849	0.000527813	0.013307	
3.84455	0.000272005	0.000462633	0.0462077	0.000506455	0.0140795	
3.84631	0.000328692	0.000447291	0.0432485	0.000470131	0.0149702	
3.84806	0.000385379	0.000431948	0.040541	0.000473716	0.0160374	
3.84982	0.00037953	0.000470096	0.0380717	0.000478133	0.0172269	
3.85157	0.00037368	0.000508244	0.0357822	0.000442641	0.0185287	
3.85333	0.000367831	0.00054888	0.0336546	0.000398833	0.0199849	
3.85509	0.000361982	0.000549709	0.0317307	0.000355026	0.0216817	
3.85684	0.000320228	0.000532086	0.0299956	0.000372746	0.0236023	
3.8586	0.000278474	0.000514464	0.0283924	0.000390467	0.0257314	
3.86035	0.000298825	0.000494353	0.0268805	0.00041567	0.0280962	
3.86211	0.00036058	0.000474243	0.0255006	0.000440874	0.0307015	
3.86386	0.000408102	0.000461181	0.0242637	0.000454437	0.0335014	
3.86562	0.000386619	0.00044812	0.0231107	0.00042809	0.0363013	
3.86738	0.000372036	0.00046823	0.0219951	0.000391766	0.0388334	
3.86913	0.000357453	0.000488341	0.0209156	0.000395351	0.0408363	
3.87089	0.000339609	0.000479374	0.0199511	0.000431039	0.0420291	
3.87264	0.000321764	0.000470407	0.0190946	0.000466727	0.0422755	
3.8744	0.000324622	0.000543541	0.0182987	0.000458347	0.0415955	
3.87616	0.000327479	0.000616675	0.0175028	0.000449968	0.0402258	
3.87791	0.000328611	0.000624501	0.0167706	0.000451566	0.0384305	
3.87967	0.000329743	0.000565984	0.0161223	0.000453164	0.0364909	
3.88142	0.000330875	0.000539809	0.0155347	0.000444784	0.0345622	
3.88318	0.000332007	0.000553441	0.0149831	0.000436405	0.0326817	
3.88493	0.000322896	0.000547377	0.0144805	0.000452033	0.0308408	
3.88669	0.000313785	0.000501506	0.0140139	0.000467662	0.0289999	
3.88845	0.000304675	0.000465587	0.0135645	0.000436729	0.0272081	
3.8902	0.000295564	0.000469474	0.0131151	0.000405797	0.0254965	
3.89196	0.000327425	0.000481447	0.0126867	0.000423504	0.0238797	
3.89371	0.000359286	0.000453614	0.0123422	0.000441212	0.022311	
3.89547	0.000367858	0.000417488	0.0120763	0.000438964	0.0208164	
3.89723	0.00037643	0.000381361	0.0118105	0.000396807	0.0194342	
3.89898	0.000395554	0.000392336	0.0115426	0.000381113	0.0181692	
3.90074	0.000373276	0.000403312	0.0112748	0.000431936	0.0170165	
3.90249	0.000346684	0.000431702	0.0110729	0.000472781	0.0159239	
3.90425	0.000361496	0.000460093	0.0109309	0.00044711	0.0148794	
3.906	0.000411243	0.000491801	0.0107739	0.000400236	0.0139002	
3.90776	0.000391983	0.000483702	0.010581	0.000393273	0.0130332	
3.90952	0.000310618	0.000451554	0.0104061	0.000392961	0.0122524	
3.91127	0.000229254	0.000419405	0.0102911	0.000392649	0.0115197	
3.91303	0.000278137	0.000404465	0.0102298	0.000382568	0.0108184	
3.91478	0.000327021	0.000389525	0.0101326	0.000372486	0.0101973	
3.91654	0.000341401	0.000418537	0.0100092	0.000372382	0.00964637	
3.9183	0.000355782	0.00044755	0.00988573	0.000372279	0.00914356	
3.92005	0.000357224	0.000483611	0.00981886	0.000389427	0.00865779	
3.92181	0.000358666	0.000479866	0.00981192	0.000406576	0.00822014	
3.92356	0.000360108	0.000465341	0.00983719	0.00041541	0.00783563	
3.92532	0.00036155	0.000450815	0.00986246	0.000384335	0.00749924	
3.92707	0.000349488	0.000449921	0.00992664	0.000340956	0.00715308	
3.92883	0.000337425	0.000449027	0.00999083	0.000337487	0.00680691	
3.93059	0.000325363	0.000448133	0.0100588	0.000382243	0.00652491	
3.93234	0.0003133	0.000447239	0.0101267	0.000426999	0.00629103	
3.9341	0.000340916	0.000471224	0.0102287	0.000427064	0.00605465	
3.93585	0.000368532	0.000495208	0.0103906	0.000427129	0.00581827	
3.93761	0.000375446	0.000486021	0.0105871	0.000471261	0.00558188	
3.93937	0.00038236	0.000476834	0.0107835	0.000515393	0.00539362	
3.94112	0.000410838	0.000476614	0.011031	0.000505792	0.00522842	
3.94288	0.000439316	0.000476394	0.0113145	0.000456282	0.00506322	
3.94463	0.000447093	0.000476173	0.011637	0.000416748	0.00487395	
3.94639	0.00045487	0.000475953	0.0119594	0.000417125	0.00473281	
3.94814	0.000451864	0.000504758	0.0123418	0.000436418	0.00464681	
3.9499	0.000448859	0.000533564	0.0128081	0.00045571	0.00456081	
3.95166	0.000443265	0.000505147	0.013371	0.000417632	0.00447782	
3.95341	0.000437672	0.000476731	0.0139939	0.000379554	0.00439482	
3.95517	0.000414612	0.000446694	0.0146548	0.000341891	0.00429991	
3.95692	0.000350148	0.000456465	0.0153756	0.000304229	0.004205	
3.95868	0.00029086	0.000443844	0.0162208	0.000317285	0.00412311	
3.96044	0.000300577	0.000431223	0.0171979	0.000370252	0.00408936	
3.96219	0.000353855	0.000386674	0.0183031	0.000400977	0.00403454	
3.96395	0.000407132	0.000342125	0.0195161	0.000431702	0.00397973	
3.9657	0.000402617	0.000321626	0.0208625	0.000418359	0.00392793	
3.96746	0.000398102	0.000340933	0.0223407	0.000405017	0.00387613	
3.96921	0.000398223	0.00037553	0.0238952	0.00040477	0.00386242	
3.97097	0.000398344	0.000410127	0.0254856	0.000404523	0.00384871	
3.97273	0.000419167	0.000414041	0.0270371	0.000414254	0.00381094	
3.97448	0.00043999	0.000417954	0.0284807	0.000423985	0.00377317	
3.97624	0.000485397	0.000387866	0.0296973	0.000394221	0.00378303	
3.97799	0.000530803	0.000357778	0.0305663	0.000364458	0.00379288	
3.97975	0.0004589	0.00036252	0.0310862	0.000367952	0.00380273	
3.98151	0.000386996	0.000407069	0.0313064	0.000371447	0.00381259	
3.98326	0.000397226	0.000450426	0.0312475	0.000388609	0.00385001	
3.98502	0.000407455	0.000453977	0.0309129	0.000405771	0.00388744	
3.98677	0.000417685	0.000435965	0.0303536	0.000412955	0.00392486	
3.98853	0.000427914	0.000417954	0.0296145	0.000420139	0.00396228	
3.99028	0.000473509	0.000444725	0.0287075	0.00041797	0.00407139	
3.99204	0.000519104	0.000471496	0.0275968	0.0004158	0.0041805	
3.9938	0.000488793	0.000463436	0.0262651	0.000413631	0.00426554	
3.99555	0.000458482	0.00041557	0.0247536	0.000411461	0.00435059	
3.99731	0.000462997	0.000371902	0.023149	0.000379151	0.00447172	
3.99906	0.000467512	0.00036804	0.0215444	0.000346841	0.00459286	
4.00082	0.000472027	0.000409791	0.0200095	0.000362756	0.004717	
4.00258	0.000476542	0.000451541	0.0186064	0.00041858	0.00484115	
4.00433	0.000466824	0.000487486	0.0173367	0.000449877	0.00502294	
4.00609	0.000457107	0.000483624	0.0161509	0.000441263	0.00525286	
4.00784	0.000481892	0.000468982	0.0150355	0.000411032	0.00549881	
4.0096	0.000506678	0.00045434	0.014004	0.000380801	0.00574477	
4.01135	0.000539402	0.000455298	0.0131104	0.000370252	0.00597371	
4.01311	0.000572125	0.000456257	0.0123246	0.000359703	0.00625078	
4.01487	0.000570346	0.000424044	0.0116048	0.000382412	0.00658098	
4.01662	0.000568567	0.000391831	0.0109209	0.000405121	0.0069593	
4.01838	0.000572826	0.0004044	0.0102958	0.000421802	0.0074068	
4.02013	0.000577085	0.000416969	0.00973068	0.000438483	0.00790243	
4.02189	0.00062706	0.000429538	0.00922623	0.000435209	0.00846221	
4.02365	0.000677036	0.000442107	0.00878171	0.000431936	0.009022	
4.0254	0.000648086	0.000426221	0.00837989	0.000434066	0.00962264	
4.02716	0.000577732	0.000410335	0.00797807	0.000436197	0.0102233	
4.02891	0.000537569	0.000394449	0.00758224	0.00042835	0.0107898	
4.03067	0.000566411	0.000378562	0.00718642	0.000420503	0.0112762	
4.03242	0.000607329	0.000373457	0.00685352	0.000373162	0.0116653	
4.03418	0.000606844	0.000368351	0.00655659	0.000325821	0.0119421	
4.03594	0.000585657	0.000330074	0.00624317	0.000325041	0.0120746	
4.03769	0.00056447	0.000291797	0.00592975	0.000324262	0.0120626	
4.03945	0.000620537	0.000324217	0.00562701	0.0003332	0.0119337	
4.0412	0.000676604	0.000356638	0.0053842	0.000342138	0.0117567	
4.04296	0.000647277	0.000367496	0.00518559	0.000361054	0.0115476	
4.04471	0.00061795	0.000338549	0.00498698	0.000379969	0.0112583	
4.04647	0.000631751	0.000327845	0.00477526	0.000378722	0.0108807	
4.04823	0.000714557	0.000356949	0.00456354	0.000377475	0.0103909	
4.04998	0.000765449	0.000394345	0.00439228	0.000396183	0.00983691	
4.05174	0.000747335	0.000431741	0.00428094	0.000414891	0.00923479	
4.05349	0.00072383	0.000420727	0.00418834	0.000410318	0.00864722	
4.05525	0.000741728	0.000409713	0.0040358	0.000405745	0.00810776	
4.05701	0.00079413	0.000368015	0.00382259	0.000383711	0.00758134	
4.05876	0.000846531	0.000326316	0.00360937	0.000361677	0.00705492	
4.06052	0.000892894	0.0003294	0.00345646	0.000327588	0.00652349	
4.06227	0.000939257	0.000372291	0.00336348	0.000333408	0.00604018	
4.06403	0.000926103	0.000382838	0.00327425	0.000376644	0.00561	
4.06578	0.000912949	0.000393386	0.00312508	0.000419879	0.00522795	
4.06754	0.000899781	0.000400902	0.00296348	0.00040985	0.00488	
4.0693	0.000928017	0.000408417	0.0028618	0.000399821	0.00458017	
4.07105	0.00095539	0.000405981	0.00280058	0.000389791	0.00431794	
4.07281	0.000913757	0.000403545	0.00273936	0.000379762	0.00407977	
4.07456	0.000831153	0.000416036	0.00265155	0.000353519	0.00387769	
4.07632	0.000817554	0.000428528	0.00256373	0.000327276	0.00372374	
4.07808	0.000889349	0.000443507	0.00249389	0.000347595	0.00357128	
4.07983	0.000961145	0.00041868	0.00242406	0.000367913	0.00337071	
4.08159	0.00097504	0.000406551	0.00239112	0.000407148	0.00314708	
4.08334	0.000947532	0.000394423	0.00235818	0.000446382	0.00292345	
4.0851	0.000943314	0.000399709	0.00229527	0.000474808	0.00276899	
4.08685	0.000939095	0.000404996	0.00223237	0.000463323	0.00261453	
4.08861	0.000919351	0.000394112	0.00217808	0.000426895	0.00250168	
4.09037	0.000899606	0.000383227	0.00212379	0.000390467	0.00238883	
4.09212	0.000879861	0.000382294	0.00209946	0.000422218	0.00231608	
4.09388	0.000860116	0.000381361	0.00207514	0.000453969	0.00224334	
4.09563	0.000871208	0.000393749	0.00199809	0.000436041	0.00214302	
4.09739	0.000882301	0.000406136	0.00192104	0.000378203	0.0020427	
4.09915	0.000861477	0.000408573	0.001844	0.000377735	0.00198248	
4.1009	0.000840654	0.000411009	0.00176695	0.000417177	0.00192227	
4.10266	0.000797836	0.000430031	0.00173598	0.000407563	0.00182496	
4.10441	0.000796421	0.000449053	0.00170501	0.00035804	0.00172765	
4.10617	0.000806219	0.000434903	0.00169201	0.000338449	0.0016544	
4.10792	0.000816017	0.000420753	0.00167902	0.000385374	0.00158115	
4.10968	0.00081126	0.00040002	0.0016428	0.00041567	0.00152782	
4.11144	0.000806502	0.000379288	0.00160659	0.00037945	0.0014745	
4.11319	0.000822446	0.000361043	0.00155239	0.000302488	0.00146128	
4.11495	0.00083839	0.000342799	0.00149819	0.000265436	0.00144806	
4.1167	0.00079913	0.000364775	0.0014571	0.000290744	0.00141629	
4.11846	0.000759869	0.000426558	0.00141602	0.000316051	0.00138452	
4.12022	0.000745623	0.000434436	0.00137493	0.000323898	0.00135275	
4.12197	0.000772781	0.000375971	0.00133384	0.000331745	0.00132098	
4.12373	0.000798793	0.000311195	0.0013139	0.00031228	0.00129089	
4.12548	0.000824805	0.000312762	0.00129395	0.000292816	0.0012608	
4.12724	0.000818902	0.000344185	0.0012358	0.000319913	0.00125427	
4.12899	0.000812998	0.000335801	0.00117764	0.00034701	0.0012718	
4.13075	0.000789412	0.000332601	0.00114272	0.000342512	0.00126526	
4.13251	0.000765826	0.000369207	0.00116772	0.000338013	0.00121061	
4.13426	0.000801758	0.000423228	0.00117924	0.00035347	0.0011334	
4.13602	0.000837689	0.000437443	0.0011548	0.000368927	0.00110431	
4.13777	0.000849253	0.000409311	0.00111977	0.000372535	0.00111018	
4.13953	0.000819414	0.00038118	0.00108475	0.000376143	0.00111605	
4.14129	0.000789574	0.000363	0.00106546	0.000408853	0.00111291	
4.14304	0.000801138	0.00034482	0.00104617	0.000441562	0.0010857	
4.1448	0.000825209	0.000297407	0.00100103	0.000438935	0.00103092	
4.14655	0.00084928	0.000289801	0.000955894	0.000369791	0.000952073	
4.14831	0.000841436	0.000331124	0.000940723	0.000300647	0.000911329	
4.15006	0.000833592	0.00033264	0.000925553	0.000298019	0.000918707	
4.15182	0.000864402	0.000305027	0.000888422	0.000308175	0.000917814	
4.15358	0.000895212	0.00031722	0.000851292	0.000318331	0.000868799	
4.15533	0.000866505	0.000377513	0.000832142	0.000339296	0.000821287	
4.15709	0.000837797	0.000437805	0.000812991	0.000400171	0.000821898	
4.15884	0.000816853	0.000433827	0.000806577	0.000435687	0.00083855	
4.1606	0.000837312	0.000429849	0.000800162	0.000404686	0.00083114	
4.16236	0.000868985	0.000468166	0.000775768	0.000357887	0.00080017	
4.16411	0.000900657	0.000506482	0.000751373	0.000350998	0.000769201	
4.16587	0.000887476	0.000491308	0.000691675	0.000342655	0.000781592	
4.16762	0.000874295	0.000409791	0.000631976	0.000334311	0.000793983	
4.16938	0.000893029	0.0003432	0.000674163	0.000335113	0.000753238	
4.17113	0.000911763	0.000316417	0.00071635	0.000375825	0.000712494	
4.17289	0.000932653	0.000336074	0.000722577	0.000380785	0.000702327	
4.17465	0.00091214	0.000355731	0.000728805	0.000319228	0.000740283	
4.1764	0.000909741	0.000377875	0.000705066	0.0002743	0.000764705	
4.17816	0.000948745	0.00040002	0.000681327	0.000322495	0.000765065	
4.17991	0.000991887	0.00036322	0.000638028	0.000395975	0.000755604	
4.18167	0.000993626	0.00032642	0.000594729	0.000402939	0.000746142	
4.18343	0.000997952	0.000300401	0.000569409	0.000344217	0.000735176	
4.18518	0.00104368	0.000314188	0.00054409	0.000325405	0.000724211	
4.18694	0.00108682	0.000320097	0.000536002	0.000330706	0.000685675	
4.18869	0.00112997	0.000326005	0.000527913	0.000336006	0.00064714	
4.19045	0.00112739	0.00027718	0.000489858	0.000298902	0.000632665	
4.1922	0.00112482	0.000228355	0.000451803	0.000301709	0.000618191	
4.19396	0.00112979	0.00020923	0.0004454	0.000340995	0.000621261	
4.19572	0.00113476	0.00022991	0.000438997	0.000340371	0.000624331	
4.19747	0.00111645	0.000261372	0.000414614	0.000328939	0.000627402	
4.19923	0.00113954	0.000292833	0.000390231	0.000317506	0.000630472	
4.20098	0.00119109	0.000308538	0.000399935	0.000354298	0.000619506	
4.20274	0.00124264	0.000324243	0.000409639	0.00035118	0.000608541	
4.2045	0.00122087	0.000344924	0.000419343	0.000325613	0.000560481	
4.20625	0.00119911	0.000325798	0.000429047	0.000339956	0.000512421	
4.20801	0.00120074	0.000257122	0.000405063	0.000378099	0.000495879	
4.20976	0.00120237	0.000228252	0.000381078	0.000376332	0.000527459	
4.21152	0.001204	0.000262408	0.000387059	0.000330498	0.000545505	
4.21327	0.00120563	0.000336372	0.000429	0.000324574	0.00053949	
4.21503	0.00122408	0.000388358	0.000463076	0.000377683	0.000529464	
4.21679	0.00124253	0.000400539	0.000437218	0.000430792	0.000519439	
4.21854	0.00121268	0.000404426	0.00038514	0.000386621	0.000507909	
4.2203	0.00118283	0.000408313	0.000369021	0.00034245	0.00049638	
4.22205	0.00115772	0.000376334	0.000378748	0.000350349	0.000479337	
4.22381	0.00113261	0.000344354	0.000388476	0.000358248	0.000462293	
4.22557	0.00115322	0.000312374	0.000346511	0.000332888	0.00044525	
4.22732	0.00117382	0.000280394	0.000304546	0.000307529	0.000428206	
4.22908	0.00117114	0.000283245	0.000313899	0.000351596	0.000465301	
4.23083	0.00112706	0.000286095	0.000323252	0.000395663	0.000502395	
4.23259	0.00108556	0.000308849	0.000332605	0.000391506	0.000497382	
4.23434	0.00111307	0.000331603	0.000341958	0.000347439	0.000444247	
4.2361	0.00115964	0.000331318	0.000300204	0.000325162	0.000409706	
4.23786	0.00116482	0.000331033	0.00025845	0.000342794	0.000423287	
4.23961	0.0011122	0.000330748	0.000234676	0.000335483	0.000460429	
4.24137	0.00110099	0.000330463	0.000210901	0.000328172	0.000473509	
4.24312	0.00113808	0.00033391	0.000233201	0.000331047	0.000462027	
4.24488	0.00117517	0.000337356	0.0002555	0.000333921	0.000450544	
4.24664	0.00111565	0.000383097	0.00025008	0.000336795	0.000437558	
4.24839	0.00105614	0.000389032	0.00024466	0.00033967	0.000424572	
4.25015	0.00104708	0.000334635	0.000250853	0.000344103	0.000416348	
4.2519	0.00110703	0.000280238	0.000293005	0.000348537	0.000408124	
4.25366	0.00113334	0.000273941	0.000330662	0.000362947	0.0003999	
4.25541	0.00111824	0.00030745	0.000308386	0.000377358	0.000391675	
4.25717	0.00109021	0.000333495	0.0002509	0.000352483	0.0004025	
4.25893	0.00110358	0.00035954	0.000193413	0.000327607	0.000413324	
4.26068	0.00113937	0.000341632	0.000198107	0.00033599	0.000430164	
4.26244	0.00117517	0.000323725	0.000202801	0.000344373	0.000398881	
4.26419	0.00119916	0.000298017	0.000197686	0.000340336	0.000366095	
4.26595	0.00122315	0.000272308	0.000192571	0.000336298	0.000381431	
4.2677	0.00118762	0.00030631	0.000205435	0.000332261	0.000406792	
4.26946	0.0011521	0.000340311	0.000218299	0.000328224	0.000432154	
4.27122	0.00115064	0.000326213	0.000195953	0.000343726	0.000408891	
4.27297	0.00119059	0.000312115	0.000173607	0.000359229	0.000385629	
4.27473	0.00120725	0.000331189	0.000167743	0.000341472	0.000362366	
4.27648	0.00122391	0.000350262	0.000221811	0.000323716	0.000339104	
4.27824	0.00126407	0.000329426	0.000282622	0.000327266	0.000340655	
4.28	0.00130423	0.00030859	0.0002835	0.000330816	0.000342205	
4.28175	0.00131938	0.000296047	0.000207963	0.000314411	0.000321199	
4.28351	0.00129313	0.00032331	0.000132427	0.000298006	0.000300192	
4.28526	0.00129297	0.000371306	0.000141546	0.000332528	0.000327809	
4.28702	0.0012928	0.000379495	0.000150664	0.000367049	0.000379488	
4.28877	0.00131076	0.000366123	0.000141803	0.00035501	0.00042064	
4.29053	0.00132871	0.00035275	0.000132942	0.00034297	0.000413669	
4.29229	0.00132483	0.000323984	0.000135798	0.000351791	0.00040651	
4.29404	0.00132094	0.000295218	0.000138654	0.000360612	0.000399351	
4.2958	0.00130671	0.000288013	9.95577e-05	0.000379411	0.000389185	
4.29755	0.00129248	0.000320615	6.04609e-05	0.00039821	0.000379018	
4.29931	0.00133281	0.000334143	3.63474e-05	0.000397053	0.000389655	
4.30107	0.00137313	0.000307864	1.22338e-05	0.000395897	0.000400291	
4.30282	0.00136774	0.000286562	3.00732e-05	0.000384763	0.000398897	
4.30458	0.00136235	0.000265259	4.79125e-05	0.00037363	0.000397503	
4.30633	0.00135911	0.000280964	8.56046e-05	0.000391389	0.000444482	
4.30809	0.00139728	0.000296669	0.000123297	0.000409148	0.000491461	
4.30984	0.00143286	0.000292471	0.000107049	0.00039365	0.000552476	
4.3116	0.00146844	0.000288272	9.08019e-05	0.000378151	0.000517246	
4.31336	0.00149863	0.00027122	8.09223e-05	0.000353714	0.000474245	
4.31511	0.00152882	0.000254167	7.10428e-05	0.000329277	0.000431245	
4.31687	0.00152451	0.000257018	6.71566e-05	0.000338098	0.000412306	
