,Mieszanina_perfumy_bez menthonu
3.64692,0.000431484
3.64868,0.000443767
3.65043,0.000462522
3.65219,0.000481278
3.65394,0.000473673
3.6557,0.000435942
3.65746,0.000395072
3.65921,0.000384329
3.66097,0.000409988
3.66272,0.000435647
3.66448,0.00043526
3.66623,0.000434873
3.66799,0.000419422
3.66975,0.000403972
3.6715,0.000398877
3.67326,0.000393783
3.67501,0.000388688
3.67677,0.000383594
3.67853,0.000359808
3.68028,0.000336022
3.68204,0.000355542
3.68379,0.000375062
3.68555,0.000380147
3.6873,0.000355105
3.68906,0.000330064
3.69082,0.000335149
3.69257,0.000371772
3.69433,0.000408395
3.69608,0.000411754
3.69784,0.000415112
3.6996,0.000397759
3.70135,0.000380407
3.70311,0.000378117
3.70486,0.000375827
3.70662,0.000389895
3.70837,0.000403962
3.71013,0.00041803
3.71189,0.000432097
3.71364,0.000413215
3.7154,0.000394332
3.71715,0.000400554
3.71891,0.000406777
3.72067,0.000388365
3.72242,0.000369953
3.72418,0.000366604
3.72593,0.000363255
3.72769,0.000365241
3.72944,0.000367226
3.7312,0.000369212
3.73296,0.000371198
3.73471,0.000366035
3.73647,0.000360872
3.73822,0.000340646
3.73998,0.000320419
3.74174,0.00031557
3.74349,0.000310721
3.74525,0.000305871
3.747,0.000301022
3.74876,0.000297271
3.75051,0.00029352
3.75227,0.000289769
3.75403,0.000286018
3.75578,0.00028415
3.75754,0.000282281
3.75929,0.000303635
3.76105,0.000324989
3.76281,0.00035764
3.76456,0.000360166
3.76632,0.00034449
3.76807,0.000328814
3.76983,0.000326946
3.77158,0.000325078
3.77334,0.000323209
3.7751,0.000321341
3.77685,0.000311628
3.77861,0.000301914
3.78036,0.000292201
3.78212,0.000282487
3.78388,0.000304783
3.78563,0.000327078
3.78739,0.000334311
3.78914,0.000341543
3.7909,0.000330952
3.79265,0.000320361
3.79441,0.000334874
3.79617,0.000349388
3.79792,0.000363274
3.79968,0.000377161
3.80143,0.000375984
3.80319,0.000374807
3.80495,0.000373199
3.8067,0.00037159
3.80846,0.000336718
3.81021,0.000301846
3.81197,0.000280467
3.81372,0.000289215
3.81548,0.000306121
3.81724,0.000323028
3.81899,0.000320645
3.82075,0.000318262
3.8225,0.000315879
3.82426,0.000313496
3.82602,0.000312682
3.82777,0.000311868
3.82953,0.000311054
3.83128,0.00031024
3.83304,0.000310485
3.83479,0.00031073
3.83655,0.000310976
3.83831,0.000311221
3.84006,0.000319625
3.84182,0.000328029
3.84357,0.000320115
3.84533,0.000282075
3.84709,0.000256333
3.84884,0.000260717
3.8506,0.00029962
3.85235,0.000338522
3.85411,0.000351693
3.85586,0.000334737
3.85762,0.000309622
3.85938,0.000284507
3.86113,0.000259471
3.86289,0.000234435
3.86464,0.000234503
3.8664,0.000234572
3.86816,0.000242486
3.86991,0.0002504
3.87167,0.000271494
3.87342,0.000292588
3.87518,0.000298531
3.87693,0.000274348
3.87869,0.000267111
3.88045,0.000259873
3.8822,0.000264561
3.88396,0.000269248
3.88571,0.000273936
3.88747,0.000278623
3.88923,0.000263149
3.89098,0.000247674
3.89274,0.000247262
3.89449,0.00024685
3.89625,0.000248635
3.898,0.00025042
3.89976,0.000252204
3.90152,0.000253989
3.90327,0.000265306
3.90503,0.000276623
3.90678,0.000267856
3.90854,0.000289215
3.9103,0.000312456
3.91205,0.000285488
3.91381,0.000218352
3.91556,0.000181342
3.91732,0.000200112
3.91907,0.000249007
3.92083,0.000274681
3.92259,0.000270229
3.92434,0.000259187
3.9261,0.000248144
3.92785,0.000260324
3.92961,0.000272504
3.93137,0.000264561
3.93312,0.000256617
3.93488,0.000248674
3.93663,0.000240731
3.93839,0.000248478
3.94014,0.000256225
3.9419,0.000248909
3.94366,0.000241594
3.94541,0.0002433
3.94717,0.000245006
3.94892,0.000246713
3.95068,0.000248419
3.95244,0.000258598
3.95419,0.000268778
3.95595,0.00024381
3.9577,0.000218842
3.95946,0.000213174
3.96121,0.000207506
3.96297,0.000226943
3.96473,0.000246379
3.96648,0.000252636
3.96824,0.000258893
3.96999,0.000231885
3.97175,0.000204878
3.97351,0.000202034
3.97526,0.000229316
3.97702,0.000242476
3.97877,0.000225511
3.98053,0.000205093
3.98228,0.000199739
3.98404,0.000199092
3.9858,0.000198444
3.98755,0.00020376
3.98931,0.000209075
3.99106,0.000200268
3.99282,0.000191462
3.99458,0.000188304
3.99633,0.00020021
3.99809,0.000220588
3.99984,0.00021084
4.0016,0.000187363
4.00335,0.000163886
4.00511,0.000153589
4.00687,0.000143292
4.00862,0.000137702
4.01038,0.000132112
4.01213,0.000151628
4.01389,0.000171143
4.01565,0.000171613
4.0174,0.000172084
4.01916,0.000187304
4.02091,0.000217587
4.02267,0.000236886
4.02442,0.00022606
4.02618,0.000199543
4.02794,0.000188089
4.02969,0.000194404
4.03145,0.00020072
4.0332,0.000207976
4.03496,0.000215233
4.03671,0.00022249
4.03847,0.000229747
4.04023,0.000237004
4.04198,0.000244261
4.04374,0.000222451
4.04549,0.000200641
4.04725,0.000203936
4.04901,0.000207231
4.05076,0.000208016
4.05252,0.0002088
4.05427,0.000209585
4.05603,0.000210369
4.05778,0.000214253
4.05954,0.000218136
4.0613,0.000226727
4.06305,0.00025038
4.06481,0.000273406
4.06656,0.000266306
4.06832,0.000241947
4.07008,0.000217587
4.07183,0.000220303
4.07359,0.00022302
4.07534,0.000250841
4.0771,0.000278663
4.07885,0.0002864
4.08061,0.000294138
4.08237,0.00027677
4.08412,0.000259402
4.08588,0.000259687
4.08763,0.000259971
4.08939,0.000245193
4.09115,0.000230414
4.0929,0.000212183
4.09466,0.000193953
4.09641,0.000190785
4.09817,0.000187618
4.09992,0.000198454
4.10168,0.000209291
4.10344,0.000219185
4.10519,0.00022908
4.10695,0.000218891
4.1087,0.000193639
4.11046,0.000174036
4.11222,0.000184558
4.11397,0.000216577
4.11573,0.000233533
4.11748,0.000225697
4.11924,0.000217862
4.12099,0.000213164
4.12275,0.000208467
4.12451,0.000203769
4.12626,0.000199072
4.12802,0.000218121
4.12977,0.000237171
4.13153,0.000241157
4.13329,0.000245144
4.13504,0.000239088
4.1368,0.000233032
4.13855,0.000211914
4.14031,0.000190795
4.14206,0.000189055
4.14382,0.000187314
4.14558,0.000186515
4.14733,0.000185715
4.14909,0.000210335
4.15084,0.000250018
4.1526,0.00028311
4.15436,0.000286077
4.15611,0.000271666
4.15787,0.000257255
4.15962,0.000240961
4.16138,0.000224667
4.16313,0.000222181
4.16489,0.000219695
4.16665,0.000217209
4.1684,0.000214723
4.17016,0.000224555
4.17191,0.000234386
4.17367,0.000230095
4.17543,0.000225805
4.17718,0.000228418
4.17894,0.000246095
4.18069,0.000257181
4.18245,0.000238142
4.1842,0.000200543
4.18596,0.000162944
4.18772,0.000161748
4.18947,0.000190678
4.19123,0.000220549
4.19298,0.00025042
4.19474,0.000257068
4.1965,0.000263717
4.19825,0.000259736
4.20001,0.000255754
4.20176,0.000251773
4.20352,0.000247791
4.20527,0.00024632
4.20703,0.000244849
4.20879,0.000243378
4.21054,0.000241907
4.2123,0.000259187
4.21405,0.000276466
4.21581,0.00026864
4.21757,0.000260815
4.21932,0.000266169
4.22108,0.000271523
4.22283,0.000276878
4.22459,0.000282232
4.22634,0.000279388
4.2281,0.000276544
4.22986,0.000258638
4.23161,0.000240731
4.23337,0.000230355
4.23512,0.00021998
4.23688,0.000204897
4.23864,0.000174752
4.24039,0.000151083
4.24215,0.000157541
4.2439,0.000181258
4.24566,0.000204976
4.24741,0.000207981
4.24917,0.000210987
4.25093,0.000213993
4.25268,0.000216999
4.25444,0.000229379
4.25619,0.00024176
4.25795,0.000254141
4.25971,0.000266522
4.26146,0.00027043
4.26322,0.000274338
4.26497,0.000293309
4.26673,0.00031228
4.26848,0.000306264
4.27024,0.000300247
4.272,0.000294231
4.27375,0.000288214
4.27551,0.000295378
4.27726,0.000302542
4.27902,0.000294956
4.28078,0.000272308
4.28253,0.000259035
4.28429,0.000275887
4.28604,0.000289916
4.2878,0.000303944
4.28955,0.00030542
4.29131,0.000306896
4.29307,0.000308372
4.29482,0.000309848
4.29658,0.000313525
4.29833,0.000317203
4.30009,0.00032088
4.30185,0.000324558
4.3036,0.00032698
4.30536,0.000329402
4.30711,0.000308602
4.30887,0.000287803
4.31062,0.000269199
4.31238,0.000280722
4.31414,0.000306994
4.31589,0.000318203
4.31765,0.000307131
4.3194,0.000265934
4.32116,0.000238858
4.32292,0.000241907
4.32467,0.000260138
4.32643,0.000278369
4.32818,0.000273377
4.32994,0.000268385
4.33169,0.000264649
4.33345,0.000260913
4.33521,0.000264394
4.33696,0.000298001
4.33872,0.000350202
4.34047,0.00038734
4.34223,0.000379602
4.34399,0.000371865
4.34574,0.000361303
4.3475,0.000350742
4.34925,0.00034018
4.35101,0.000329618
4.35276,0.000317286
4.35452,0.000304954
4.35628,0.000292622
4.35803,0.000280291
4.35979,0.000281453
4.36154,0.000282615
4.3633,0.000283777
4.36506,0.000284939
4.36681,0.000295045
4.36857,0.00030515
4.37032,0.000301135
4.37208,0.000297119
4.37383,0.000310363
4.37559,0.00033867
4.37735,0.000361328
4.3791,0.00035386
4.38086,0.000351962
4.38261,0.000365128
4.38437,0.000368879
4.38613,0.00037263
4.38788,0.000383599
4.38964,0.00040963
4.39139,0.000430014
4.39315,0.000420271
4.3949,0.000380872
4.39666,0.000356537
4.39842,0.000356993
4.40017,0.000357449
4.40193,0.000355395
4.40368,0.00035334
4.40544,0.000351286
4.4072,0.000349231
4.40895,0.000353948
4.41071,0.000358665
4.41246,0.000388487
4.41422,0.000418309
4.41597,0.000399804
4.41773,0.000381299
4.41949,0.000377857
4.42124,0.000374415
4.423,0.000384623
4.42475,0.000394832
4.42651,0.000405041
4.42827,0.00041525
4.43002,0.000429224
4.43178,0.000443199
4.43353,0.000457173
4.43529,0.000471147
4.43704,0.000459782
4.4388,0.000448416
4.44056,0.000452113
4.44231,0.00045581
4.44407,0.000474884
4.44582,0.000493958
4.44758,0.000479454
4.44934,0.00046495
4.45109,0.0004568
4.45285,0.000473756
4.4546,0.000500126
4.45636,0.000511433
4.45811,0.00050705
4.45987,0.000502666
4.46163,0.000512404
4.46338,0.000522142
4.46514,0.00053693
4.46689,0.000551719
4.46865,0.000551444
4.47041,0.00055117
4.47216,0.000558897
4.47392,0.000566625
4.47567,0.000581884
4.47743,0.000597143
4.47918,0.00058412
4.48094,0.000571097
4.4827,0.000573136
4.48445,0.000575176
4.48621,0.000583335
4.48796,0.000591495
4.48972,0.000584591
4.49148,0.000577687
4.49323,0.000597888
4.49499,0.00061809
4.49674,0.000638292
4.4985,0.000658494
4.50025,0.000685285
4.50201,0.000712077
4.50377,0.000724747
4.50552,0.000737417
4.50728,0.000749264
4.50903,0.000776173
4.51079,0.000795237
4.51255,0.000789196
4.5143,0.000780017
4.51606,0.000795943
4.51781,0.000819715
4.51957,0.000828423
4.52132,0.000829276
4.52308,0.000830129
4.52484,0.000885272
4.52659,0.000940415
4.52835,0.000966687
4.5301,0.000992959
4.53186,0.00100417
4.53362,0.00101538
4.53537,0.00101403
4.53713,0.00101269
4.53888,0.00103237
4.54064,0.00107716
4.54239,0.00111912
4.54415,0.00116108
4.54591,0.00120462
4.54766,0.00124815
4.54942,0.00128846
4.55117,0.00132878
4.55293,0.00136909
4.55469,0.00140941
4.55644,0.00146824
4.5582,0.00152707
4.55995,0.00155075
4.56171,0.00155937
4.56346,0.00157058
4.56522,0.00160689
4.56698,0.00165168
4.56873,0.0016814
4.57049,0.00168932
4.57224,0.00169723
4.574,0.00169667
4.57576,0.00169611
4.57751,0.00169943
4.57927,0.00170275
4.58102,0.00172114
4.58278,0.00173952
4.58453,0.00174237
4.58629,0.00174522
4.58805,0.00174807
4.5898,0.00175091
4.59156,0.0017489
4.59331,0.00174688
4.59507,0.00173137
4.59683,0.00171587
4.59858,0.00173127
4.60034,0.00177177
4.60209,0.00180663
4.60385,0.00182643
4.6056,0.00182939
4.60736,0.00183236
4.60912,0.00184191
4.61087,0.00185147
4.61263,0.00188064
4.61438,0.00190981
4.61614,0.00197413
4.6179,0.00203844
4.61965,0.00209868
4.62141,0.00215892
4.62316,0.00220409
4.62492,0.00224927
4.62667,0.00229727
4.62843,0.00234527
4.63019,0.00239421
4.63194,0.00244315
4.6337,0.00250319
4.63545,0.0025783
4.63721,0.002676
4.63897,0.00279881
4.64072,0.00294626
4.64248,0.0030937
4.64423,0.00322765
4.64599,0.00334653
4.64774,0.00347593
4.6495,0.00363044
4.65126,0.00378745
4.65301,0.0039294
4.65477,0.0040759
4.65652,0.00424751
4.65828,0.00445081
4.66004,0.00466917
4.66179,0.00487981
4.66355,0.00509045
4.6653,0.0053036
4.66706,0.00551674
4.66881,0.00572455
4.67057,0.00595747
4.67233,0.00622303
4.67408,0.00650364
4.67584,0.00680081
4.67759,0.00709798
4.67935,0.00741116
4.68111,0.00772433
4.68286,0.0080328
4.68462,0.00834127
4.68637,0.00867547
4.68813,0.00902474
4.68988,0.00937885
4.69164,0.00971791
4.6934,0.0100482
4.69515,0.0103634
4.69691,0.010651
4.69866,0.0109135
4.70042,0.0111552
4.70218,0.0113719
4.70393,0.0115433
4.70569,0.0116695
4.70744,0.01177
4.7092,0.0118554
4.71095,0.0119138
4.71271,0.0119271
4.71447,0.011897
4.71622,0.0118318
4.71798,0.0117423
4.71973,0.0116176
4.72149,0.011454
4.72325,0.0112552
4.725,0.0110177
4.72676,0.0107652
4.72851,0.0105107
4.73027,0.0102412
4.73202,0.00994301
4.73378,0.00961968
4.73554,0.00930295
4.73729,0.00901132
4.73905,0.00873256
4.7408,0.00845379
4.74256,0.0081766
4.74432,0.0078994
4.74607,0.00763336
4.74783,0.00736732
4.74958,0.00710882
4.75134,0.00685031
4.75309,0.00659965
4.75485,0.00634898
4.75661,0.00612343
4.75836,0.00589787
4.76012,0.00569028
4.76187,0.00548268
4.76363,0.00527509
4.76539,0.00508256
4.76714,0.0049153
4.7689,0.00476309
4.77065,0.00461528
4.77241,0.00449258
4.77416,0.00439141
4.77592,0.0043053
4.77768,0.00423739
4.77943,0.00416949
4.78119,0.00412606
4.78294,0.00408263
4.7847,0.0040392
4.78646,0.00399577
4.78821,0.00396976
4.78997,0.00394375
4.79172,0.00392872
4.79348,0.0039388
4.79523,0.00397617
4.79699,0.00401355
4.79875,0.0040525
4.8005,0.00409145
4.80226,0.00416083
4.80401,0.00423022
4.80577,0.00431624
4.80753,0.00440226
4.80928,0.00451213
4.81104,0.0046471
4.81279,0.00478396
4.81455,0.00492081
4.8163,0.00505908
4.81806,0.00521241
4.81982,0.00540277
4.82157,0.00562828
4.82333,0.00587231
4.82508,0.00611633
4.82684,0.00636506
4.8286,0.0066389
4.83035,0.00693933
4.83211,0.00726486
4.83386,0.00761456
4.83562,0.00797933
4.83737,0.0083601
4.83913,0.00874086
4.84089,0.00909872
4.84264,0.00943148
4.8444,0.00974305
4.84615,0.0100094
4.84791,0.0102168
4.84967,0.010379
4.85142,0.0105029
4.85318,0.0105816
4.85493,0.0105844
4.85669,0.0105019
4.85844,0.0103633
4.8602,0.0102098
4.86196,0.0100402
4.86371,0.00984049
4.86547,0.00961506
4.86722,0.00937456
4.86898,0.00911555
4.87074,0.00885653
4.87249,0.00855617
4.87425,0.00825582
4.876,0.00797052
4.87776,0.00768523
4.87951,0.00743414
4.88127,0.00718305
4.88303,0.00693196
4.88478,0.00668087
4.88654,0.00643712
4.88829,0.00619336
4.89005,0.00598475
4.89181,0.00577615
4.89356,0.00559014
4.89532,0.00540412
4.89707,0.00521999
4.89883,0.00503586
4.90058,0.00485856
4.90234,0.00471138
4.9041,0.00458586
4.90585,0.00447539
4.90761,0.00437497
4.90936,0.00430468
4.91112,0.00425353
4.91288,0.00420238
4.91463,0.00411856
4.91639,0.00403473
4.91814,0.00397915
4.9199,0.0039537
4.92165,0.00395775
4.92341,0.00396179
4.92517,0.00398278
4.92692,0.00400377
4.92868,0.00402061
4.93043,0.00403744
4.93219,0.00406934
4.93395,0.00410123
4.9357,0.004162
4.93746,0.00422277
4.93921,0.00430864
4.94097,0.00439451
4.94272,0.00448607
4.94448,0.00457763
4.94624,0.00467672
4.94799,0.00479087
4.94975,0.00491978
4.9515,0.00506374
4.95326,0.00521775
4.95502,0.00538682
4.95677,0.00557261
4.95853,0.00577345
4.96028,0.00599438
4.96204,0.00623037
4.96379,0.00646793
4.96555,0.00672056
4.96731,0.00700582
4.96906,0.0073212
4.97082,0.00766576
4.97257,0.00804044
4.97433,0.00842925
4.97609,0.00884818
4.97784,0.00929378
4.9796,0.00975445
4.98135,0.0102305
4.98311,0.0107065
4.98486,0.0111571
4.98662,0.0115574
4.98838,0.0118831
4.99013,0.0121786
4.99189,0.0124415
4.99364,0.0126341
4.9954,0.0127375
4.99716,0.0127506
4.99891,0.0126943
5.00067,0.0126079
5.00242,0.0124725
5.00418,0.0122869
5.00593,0.0120435
5.00769,0.0117499
5.00945,0.0114247
5.0112,0.0110844
5.01296,0.0107409
5.01471,0.0103975
5.01647,0.0100531
5.01823,0.00970873
5.01998,0.00935242
5.02174,0.00899612
5.02349,0.00865488
5.02525,0.00831364
5.027,0.00798369
5.02876,0.00765374
5.03052,0.00733289
5.03227,0.00704217
5.03403,0.00677592
5.03578,0.00652474
5.03754,0.00629207
5.0393,0.0060594
5.04105,0.00586123
5.04281,0.00566307
5.04456,0.00546678
5.04632,0.0052705
5.04807,0.00507484
5.04983,0.00490931
5.05159,0.00477516
5.05334,0.00467114
5.0551,0.00458316
5.05685,0.00449518
5.05861,0.00440249
5.06037,0.00432486
5.06212,0.00428176
5.06388,0.00426878
5.06563,0.00425486
5.06739,0.00424094
5.06914,0.00422184
5.0709,0.00420274
5.07266,0.00419871
5.07441,0.00419467
5.07617,0.00422986
5.07792,0.00426505
5.07968,0.00430024
5.08144,0.00433543
5.08319,0.00436985
5.08495,0.00440426
5.0867,0.00447382
5.08846,0.00454337
5.09021,0.00462517
5.09197,0.00470697
5.09373,0.00482391
5.09548,0.00494086
5.09724,0.00504454
5.09899,0.00514823
5.10075,0.00527106
5.10251,0.00542401
5.10426,0.00559171
5.10602,0.00577448
5.10777,0.00597576
5.10953,0.00617704
5.11128,0.0063835
5.11304,0.00658996
5.1148,0.00683471
5.11655,0.00710958
5.11831,0.00741457
5.12006,0.00771957
5.12182,0.00804151
5.12358,0.00836345
5.12533,0.00871364
5.12709,0.00906382
5.12884,0.00939393
5.1306,0.0096939
5.13235,0.00994241
5.13411,0.0101608
5.13587,0.0103516
5.13762,0.0105122
5.13938,0.0106112
5.14113,0.0106399
5.14289,0.0106146
5.14465,0.0105592
5.1464,0.0104536
5.14816,0.0102977
5.14991,0.0101111
5.15167,0.00992455
5.15342,0.00973899
5.15518,0.00952329
5.15694,0.00928783
5.15869,0.00903731
5.16045,0.00877141
5.1622,0.0085055
5.16396,0.00824682
5.16572,0.00801826
5.16747,0.00780743
5.16923,0.0075966
5.17098,0.00737448
5.17274,0.00715235
5.17449,0.00694215
5.17625,0.00676208
5.17801,0.0066002
5.17976,0.00643833
5.18152,0.00627701
5.18327,0.00611568
5.18503,0.00594118
5.18679,0.00576667
5.18854,0.0056179
5.1903,0.00549926
5.19205,0.00538877
5.19381,0.00527828
5.19556,0.00517549
5.19732,0.00507269
5.19908,0.00501508
5.20083,0.00495747
5.20259,0.00490206
5.20434,0.00484665
5.2061,0.00479123
5.20786,0.00473582
5.20961,0.0047081
5.21137,0.00468038
5.21312,0.00463854
5.21488,0.0045967
5.21663,0.00457495
5.21839,0.00456825
5.22015,0.0045625
5.2219,0.00454169
5.22366,0.00451067
5.22541,0.00449472
5.22717,0.0045158
5.22893,0.00456701
5.23068,0.00460911
5.23244,0.00462109
5.23419,0.00461675
5.23595,0.00461241
5.2377,0.00465052
5.23946,0.00468862
5.24122,0.00472861
5.24297,0.00476859
5.24473,0.00480607
5.24648,0.00487367
5.24824,0.00494943
5.25,0.00502519
5.25175,0.00510749
5.25351,0.00518978
5.25526,0.00527301
5.25702,0.00535625
5.25877,0.00544136
5.26053,0.00554154
5.26229,0.00567248
5.26404,0.00583354
5.2658,0.0060004
5.26755,0.00618233
5.26931,0.00637085
5.27107,0.00655936
5.27282,0.00671085
5.27458,0.00683222
5.27633,0.00697523
5.27809,0.00713331
5.27984,0.00727817
5.2816,0.0073929
5.28336,0.00749853
5.28511,0.00760416
5.28687,0.00771796
5.28862,0.00780162
5.29038,0.00785547
5.29214,0.00789426
5.29389,0.00793321
5.29565,0.00797216
5.2974,0.00800357
5.29916,0.00805005
5.30091,0.0081254
5.30267,0.00823088
5.30443,0.00834859
5.30618,0.00846631
5.30794,0.00860697
5.30969,0.00879785
5.31145,0.00902073
5.31321,0.00927375
5.31496,0.00953429
5.31672,0.00982496
5.31847,0.0101508
5.32023,0.0105067
5.32198,0.0109062
5.32374,0.0113358
5.3255,0.0118178
5.32725,0.01233
5.32901,0.0128412
5.33076,0.0133373
5.33252,0.0138024
5.33428,0.0142172
5.33603,0.0145399
5.33779,0.0147923
5.33954,0.0149782
5.3413,0.0150937
5.34305,0.0150957
5.34481,0.0149872
5.34657,0.0147858
5.34832,0.0145141
5.35008,0.0141879
5.35183,0.0137914
5.35359,0.0133516
5.35535,0.0128816
5.3571,0.0124042
5.35886,0.0119267
5.36061,0.0114725
5.36237,0.0110182
5.36412,0.0105636
5.36588,0.0101089
5.36764,0.00967935
5.36939,0.0092498
5.37115,0.00883907
5.3729,0.00842834
5.37466,0.00804555
5.37642,0.00771296
5.37817,0.0074061
5.37993,0.00711431
5.38168,0.00683539
5.38344,0.00658659
5.38519,0.00633748
5.38695,0.00608836
5.38871,0.00584929
5.39046,0.00564035
5.39222,0.00545219
5.39397,0.00526403
5.39573,0.00507588
5.39749,0.00491785
5.39924,0.00478916
5.401,0.00466048
5.40275,0.00451861
5.40451,0.0043918
5.40626,0.00430391
5.40802,0.00423108
5.40978,0.00413597
5.41153,0.0040258
5.41329,0.00394669
5.41504,0.00389772
5.4168,0.00385721
5.41856,0.00378658
5.42031,0.00370914
5.42207,0.00366184
5.42382,0.00363901
5.42558,0.00361618
5.42733,0.00354769
5.42909,0.00344907
5.43085,0.00336458
5.4326,0.00331021
5.43436,0.00327232
5.43611,0.00321936
5.43787,0.00314161
5.43963,0.00306387
5.44138,0.00299491
5.44314,0.00292595
5.44489,0.00285699
5.44665,0.00278803
5.4484,0.00275409
5.45016,0.00272016
5.45192,0.00265987
5.45367,0.00256945
5.45543,0.00247433
5.45718,0.00240933
5.45894,0.00236065
5.4607,0.00231197
5.46245,0.00227357
5.46421,0.00223517
5.46596,0.0021817
5.46772,0.00212823
5.46947,0.00205484
5.47123,0.00198145
5.47299,0.00194289
5.47474,0.00191939
5.4765,0.00189164
5.47825,0.00183377
5.48001,0.00177778
5.48177,0.00173685
5.48352,0.00170957
5.48528,0.0016823
5.48703,0.00163086
5.48879,0.00157942
5.49054,0.00153221
5.4923,0.00148501
5.49406,0.00145287
5.49581,0.00142072
5.49757,0.00140176
5.49932,0.0013828
5.50108,0.00136384
5.50284,0.00134488
5.50459,0.0013045
5.50635,0.00126412
5.5081,0.00122374
5.50986,0.00118336
5.51161,0.00116527
5.51337,0.00114717
5.51513,0.00114225
5.51688,0.00113733
5.51864,0.00112127
5.52039,0.00107509
5.52215,0.00102891
5.52391,0.00101285
5.52566,0.00100589
5.52742,0.000998931
5.52917,0.000993856
5.53093,0.000988781
5.53268,0.000988713
5.53444,0.000988644
5.5362,0.000995479
5.53795,0.000987251
5.53971,0.000956115
5.54146,0.000899874
5.54322,0.000850223
5.54498,0.000825677
5.54673,0.000810075
5.54849,0.000794472
5.55024,0.000787971
5.552,0.000781469
5.55375,0.000778733
5.55551,0.000775997
5.55727,0.000748156
5.55902,0.000720315
5.56078,0.000733544
5.56253,0.000746773
5.56429,0.000744939
5.56605,0.000743105
5.5678,0.000720874
5.56956,0.000698642
5.57131,0.00067641
5.57307,0.000679284
5.57482,0.000694709
5.57658,0.000695072
5.57834,0.000671272
5.58009,0.000647471
5.58185,0.000636536
5.5836,0.000640665
5.58536,0.000635379
5.58712,0.000604988
5.58887,0.000574789
5.59063,0.000544589
5.59238,0.000537926
5.59414,0.000531262
5.59589,0.000530247
5.59765,0.000529232
5.59941,0.000503112
5.60116,0.000476992
5.60292,0.000476526
5.60467,0.000476061
5.60643,0.000490658
5.60819,0.000505255
5.60994,0.000523304
5.6117,0.000541353
5.61345,0.000539318
5.61521,0.000512178
5.61696,0.000477978
5.61872,0.00045884
5.62048,0.000464807
5.62223,0.000470775
5.62399,0.000470937
5.62574,0.000471098
5.6275,0.00047785
5.62926,0.000484602
5.63101,0.000486333
5.63277,0.000473001
5.63452,0.000458727
5.63628,0.000459517
5.63803,0.000454815
5.63979,0.000435049
5.64155,0.000410577
5.6433,0.000411209
5.64506,0.000429538
5.64681,0.000447867
5.64857,0.000452701
5.65033,0.000457536
5.65208,0.000479473
5.65384,0.000501411
5.65559,0.000478159
5.65735,0.000439845
5.6591,0.000417927
5.66086,0.000421114
5.66262,0.000425243
5.66437,0.000414308
5.66613,0.000404472
5.66788,0.000394636
5.66964,0.000408964
5.6714,0.000423291
5.67315,0.000428165
5.67491,0.000433039
5.67666,0.000412808
5.67842,0.000392577
5.68017,0.000380348
5.68193,0.000368119
5.68369,0.00035589
5.68544,0.000343661
5.6872,0.000333786
5.68895,0.000323911
5.69071,0.000321567
5.69247,0.000319223
5.69422,0.000323312
5.69598,0.000327402
5.69773,0.000316428
5.69949,0.000305454
5.70124,0.000303954
5.703,0.000302454
5.70476,0.00028589
5.70651,0.000269327
5.70827,0.000265787
5.71002,0.000262246
5.71178,0.000266238
5.71354,0.000270229
5.71529,0.000270062
5.71705,0.000269896
5.7188,0.000254666
5.72056,0.000239436
5.72231,0.000238799
5.72407,0.000238161
5.72583,0.000237524
5.72758,0.000236886
5.72934,0.000241741
5.73109,0.000246595
5.73285,0.000251449
5.73461,0.000256304
5.73636,0.000254725
5.73812,0.000253146
5.73987,0.00025345
5.74163,0.000238691
5.74338,0.000231581
5.74514,0.000239534
5.7469,0.000260668
5.74865,0.000266738
5.75041,0.000240956
5.75216,0.000200112
5.75392,0.000177782
5.75568,0.000180557
5.75743,0.000187284
5.75919,0.000194012
5.76094,0.000202308
5.7627,0.000210605
5.76445,0.00022047
5.76621,0.000230336
5.76797,0.000240201
5.76972,0.000250067
5.77148,0.000243104
5.77323,0.000236141
5.77499,0.000229178
5.77675,0.000222216
5.7785,0.000240986
5.78026,0.000259756
5.78201,0.000243378
5.78377,0.000227001
5.78552,0.000219215
5.78728,0.000211428
5.78904,0.000198621
5.79079,0.00017075
5.79255,0.000152294
5.7943,0.000158943
5.79606,0.000175634
5.79782,0.000192325
5.79957,0.000198033
5.80133,0.00020374
5.80308,0.00022451
5.80484,0.000245281
5.80659,0.000256009
5.80835,0.000266738
5.81011,0.000242319
5.81186,0.000217901
5.81362,0.00021819
5.81537,0.000218479
5.81713,0.000199312
5.81889,0.00015504
5.82064,0.000119555
5.8224,0.000109175
5.82415,0.000118251
5.82591,0.000127327
5.82766,0.000112396
5.82942,9.74654E-05
5.83118,0.00010764
5.83293,0.000117814
5.83469,0.00011826
5.83644,0.000118707
5.8382,0.000119153
5.83996,0.000119599
5.84171,0.00013044
5.84347,0.000141282
5.84522,0.000119172
5.84698,9.70634E-05
5.84873,9.29985E-05
5.85049,0.000124081
5.85225,0.000158929
5.854,0.000178713
5.85576,0.000180611
5.85751,0.000182509
5.85927,0.000190996
5.86103,0.000199484
5.86278,0.000196517
5.86454,0.000193551
5.86629,0.000190584
5.86805,0.000187618
5.8698,0.000174825
5.87156,0.000162032
5.87332,0.00014924
5.87507,0.000136447
5.87683,0.000135579
5.87858,0.000134711
