,mieszanina_metabolitow
9.39761,0.000459464
9.39773,0.00014388
9.39785,-0.000171705
9.39797,-0.000132794
9.39809,-9.38824E-05
9.39821,2.22982E-05
9.39834,0.000138479
9.39846,4.19617E-05
9.39858,-5.45555E-05
9.3987,-0.000195384
9.39882,-0.000336213
9.39894,1.92518E-05
9.39906,0.000374717
9.39919,4.33466E-05
9.39931,-0.000288024
9.39943,-0.000264899
9.39955,0.000183622
9.39967,0.000454894
9.39979,1.71746E-05
9.39992,-0.000447132
9.40004,-0.000486043
9.40016,-0.000149964
9.40028,0.000186114
9.4004,5.24861E-05
9.40052,-8.11424E-05
9.40065,0.000130863
9.40077,0.000342868
9.40089,0.000466249
9.40101,0.000164235
9.40113,-0.000200923
9.40125,-0.000140687
9.40138,0.000149972
9.4015,0.000440631
9.40162,0.000332482
9.40174,0.000224333
9.40186,0.000116184
9.40198,8.03546E-06
9.40211,3.12994E-05
9.40223,5.45629E-05
9.40235,7.78269E-05
9.40247,0.00010109
9.40259,0.000124354
9.40271,0.000147618
9.40284,0.000170882
9.40296,0.000194146
9.40308,0.000113276
9.4032,3.24068E-05
9.40332,-4.84623E-05
9.40344,-0.000129332
9.40357,-6.84029E-05
9.40369,-7.47387E-06
9.40381,-0.000301041
9.40393,-0.000594608
9.40405,-1.52286E-05
9.40417,0.000564151
9.4043,0.000647236
9.40442,2.13292E-05
9.40454,-0.000414036
9.40466,-0.000424006
9.40478,-0.000363078
9.4049,-0.000302149
9.40503,-0.000209094
9.40515,-0.000116038
9.40527,0.000216302
9.40539,0.000123247
9.40551,3.46224E-05
9.40563,-5.40013E-05
9.40576,4.34848E-05
9.40588,0.000140971
9.406,-2.22907E-05
9.40612,-0.000185553
9.40624,5.68151E-06
9.40636,0.000196915
9.40648,-0.000134732
9.40661,-0.00046638
9.40673,-6.24485E-05
9.40685,0.000341483
9.40697,0.000435231
9.40709,-0.000180013
9.40721,-0.000609148
9.40734,-0.00032929
9.40746,7.46417E-05
9.40758,5.31781E-05
9.4077,-0.000180983
9.40782,-0.000415144
9.40794,-3.73511E-06
9.40807,0.000407674
9.40819,0.000606386
9.40831,9.61056E-05
9.40843,-0.00069334
9.40855,-0.00105739
9.40867,-0.00052634
9.4088,4.71197E-06
9.40892,0.000276539
9.40904,0.00012297
9.40916,-5.71864E-05
9.40928,0.000188053
9.4094,0.000362393
9.40953,0.000111338
9.40965,-0.00011313
9.40977,8.77972E-05
9.40989,0.000169774
9.41001,0.000251751
9.41013,5.81986E-06
9.41026,-0.000240112
9.41038,1.38858E-06
9.4105,0.000242889
9.41062,0.000129893
9.41074,1.68979E-05
9.41086,-4.07076E-05
9.41099,-9.83132E-05
9.41111,-0.000155919
9.41123,-0.000213525
9.41135,-0.000169212
9.41147,-0.000124901
9.41159,-8.05887E-05
9.41172,-3.62764E-05
9.41184,-6.28638E-05
9.41196,-8.94512E-05
9.41208,-0.000116038
9.4122,-0.000142626
9.41232,-6.7295E-05
9.41245,8.03544E-06
9.41257,5.67785E-05
9.41269,0.000105522
9.41281,0.00015205
9.41293,-0.000226818
9.41305,-0.000579099
9.41318,-0.000222387
9.4133,0.000493252
9.41342,0.000783496
9.41354,0.000293848
9.41366,-0.0001958
9.41378,5.13782E-05
9.4139,0.000298556
9.41403,0.000191238
9.41415,8.39196E-05
9.41427,7.62009E-06
9.41439,-6.86799E-05
9.41451,-0.000144979
9.41463,-0.000221279
9.41476,-0.000197877
9.41488,-0.000174474
9.415,0.000203424
9.41512,0.000581322
9.41524,0.000564843
9.41536,0.000548365
9.41549,0.00017739
9.41561,-0.000193584
9.41573,-0.000108422
9.41585,-2.32598E-05
9.41597,0.0002746
9.41609,0.000572459
9.41622,0.000285401
9.41634,-1.65773E-06
9.41646,-7.60187E-05
9.41658,-0.00015038
9.4167,5.94095E-05
9.41682,0.000269199
9.41695,0.000124493
9.41707,-2.02134E-05
9.41719,0.000100952
9.41731,0.000222118
9.41743,0.000343283
9.41755,0.000464449
9.41768,0.000355608
9.4178,0.000246766
9.41792,0.000137925
9.41804,2.90838E-05
9.41816,0.000115215
9.41828,0.000201346
9.41841,-4.0431E-05
9.41853,-0.000282208
9.41865,-0.000196631
9.41877,0.000314342
9.41889,0.000532856
9.41901,4.23771E-05
9.41914,-0.000634212
9.41926,-0.000601809
9.41938,-0.000232634
9.4195,0.00013654
9.41962,-7.19678E-06
9.41974,-0.000150934
9.41987,5.98249E-05
9.41999,0.000270584
9.42011,0.000157865
9.42023,4.51468E-05
9.42035,-6.75721E-05
9.42047,-0.000180291
9.4206,-1.77208E-05
9.42072,0.000144849
9.42084,9.47206E-05
9.42096,4.45927E-05
9.42108,8.75201E-05
9.4212,0.000130447
9.42132,0.000173375
9.42145,0.000216302
9.42157,0.000236935
9.42169,0.000257568
9.42181,0.0002782
9.42193,0.000298833
9.42205,6.24559E-05
9.42218,-0.000173921
9.4223,-0.0001976
9.42242,-0.000221279
9.42254,-2.17366E-05
9.42266,0.000177806
9.42278,0.000164651
9.42291,0.000151495
9.42303,4.08539E-05
9.42315,-6.97877E-05
9.42327,3.22685E-05
9.42339,0.000134325
9.42351,5.40448E-06
9.42364,-0.000123516
9.42376,-3.97386E-05
9.42388,4.4039E-05
9.424,-5.3863E-05
9.42412,-0.000151765
9.42424,-0.000249667
9.42437,-0.000347568
9.42449,-0.000157442
9.42461,3.26838E-05
9.42473,-0.000131686
9.42485,-0.000296056
9.42497,-5.71865E-05
9.4251,0.000181683
9.42522,-6.24484E-05
9.42534,-0.00030658
9.42546,-0.000316758
9.42558,-0.000114238
9.4257,-0.000119985
9.42583,-0.000551126
9.42595,-0.000534717
9.42607,-9.2913E-05
9.42619,0.000171644
9.42631,-0.000272792
9.42643,-0.000671808
9.42656,-0.000361831
9.42668,0.0001121
9.4268,0.000160635
9.42692,-6.11329E-05
9.42704,-7.02031E-05
9.42716,0.000128993
9.42729,0.00032819
9.42741,0.000333521
9.42753,0.000338852
9.42765,0.00014478
9.42777,-4.9293E-05
9.42789,-4.61778E-05
9.42802,0.000169636
9.42814,0.000318981
9.42826,4.29312E-05
9.42838,-0.000132309
9.4285,0.000117846
9.42862,0.0004389
9.42874,5.09625E-05
9.42887,-0.000494283
9.42899,-0.000330536
9.42911,0.000280762
9.42923,0.000466665
9.42935,4.77778E-05
9.42947,-0.000158411
9.4296,-1.45361E-05
9.42972,0.000129339
9.42984,4.72237E-05
9.42996,-3.4892E-05
9.43008,9.56901E-05
9.4302,0.000226272
9.43033,-0.000148303
9.43045,-0.000522878
9.43057,-0.000401158
9.43069,-0.000279439
9.43081,-7.79578E-05
9.43093,0.000123524
9.43106,0.000112307
9.43118,0.00010109
9.4313,-8.18348E-05
9.43142,-0.000264761
9.43154,4.86085E-05
9.43166,0.000361978
9.43179,0.000241089
9.43191,0.0001202
9.43203,0.000212009
9.43215,0.000303818
9.43227,2.61758E-05
9.43239,-0.000251467
9.43252,-3.28147E-05
9.43264,0.000185837
9.43276,6.55027E-05
9.43288,-5.48321E-05
9.433,-6.88182E-05
9.43312,-8.28044E-05
9.43325,-0.000156542
9.43337,-0.00023028
9.43349,-9.13204E-05
9.43361,4.76395E-05
9.43373,-5.04702E-05
9.43385,-0.00014858
9.43398,-0.000246689
9.4341,-0.000344799
9.43422,-0.000378656
9.43434,-0.000412513
9.43446,-0.000433077
9.43458,-0.00045364
9.43471,-0.000518516
9.43483,-0.000370694
9.43495,-0.000209578
9.43507,-0.00026116
9.43519,-0.000343206
9.43531,-0.000212555
9.43544,-6.86105E-05
9.43556,-0.000137364
9.43568,-0.000281447
9.4358,-1.34604E-07
9.43592,0.000294471
9.43604,0.000163681
9.43617,-0.00027563
9.43629,-0.000289547
9.43641,0.000179537
9.43653,0.000223225
9.43665,-0.000300279
9.43677,-0.000611086
9.43689,-0.000159727
9.43702,0.000291632
9.43714,0.000191653
9.43726,-0.000121023
9.43738,-8.36351E-05
9.4375,0.000379148
9.43762,0.000509592
9.43775,0.00021464
9.43787,6.59181E-05
9.43799,0.000129893
9.43811,-1.82749E-05
9.43823,-0.000166443
9.43835,-8.862E-05
9.43848,-1.07973E-05
9.4386,0.000208824
9.43872,0.000428446
9.43884,0.000298002
9.43896,-4.51388E-05
9.43908,-0.000275838
9.43921,-8.11424E-05
9.43933,0.000454756
9.43945,0.000565259
9.43957,3.10224E-05
9.43969,-0.000503214
9.43981,-0.000408221
9.43994,0.000112168
9.44006,0.000229872
9.44018,-7.7819E-05
9.4403,-0.000265868
9.44042,-2.85222E-05
9.44054,0.000326251
9.44067,0.000468326
9.44079,0.000260337
9.44091,5.23473E-05
9.44103,0.000161466
9.44115,0.000270584
9.44127,0.000406289
9.4414,0.0001166
9.44152,-0.00013764
9.44164,-0.00039188
9.44176,-0.000318212
9.44188,-0.000244543
9.442,-0.000340368
9.44213,-0.000436192
9.44225,-3.57228E-05
9.44237,0.000364747
9.44249,0.00024012
9.44261,0.000115492
9.44273,9.72133E-05
9.44286,7.89347E-05
9.44298,-0.000295502
9.4431,-0.000669938
9.44322,-0.000122685
9.44334,0.000424568
9.44346,4.34849E-05
9.44359,-0.000337598
9.44371,-8.05888E-05
9.44383,0.000601816
9.44395,0.000560828
9.44407,-0.000189153
9.44419,-0.000744161
9.44431,-0.00030658
9.44444,0.000243997
9.44456,0.000369178
9.44468,0.000157589
9.4448,-5.40013E-05
9.44492,-2.87988E-05
9.44504,-3.5963E-06
9.44517,-8.47429E-05
9.44529,-0.000165889
9.44541,-0.000320151
9.44553,-0.000474412
9.44565,-0.00065526
9.44577,-0.000410713
9.4459,-0.000247036
9.44602,-8.3358E-05
9.44614,0.000106906
9.44626,0.000297171
9.44638,0.000225995
9.4465,0.000154819
9.44663,3.04682E-05
9.44675,0.000331513
9.44687,0.00054338
9.44699,0.000329851
9.44711,2.7699E-05
9.44723,-0.000274454
9.44736,-8.91742E-05
9.44748,9.61055E-05
9.4476,6.86874E-05
9.44772,4.12692E-05
9.44784,-7.8096E-05
9.44796,-0.000197461
9.44809,1.10818E-05
9.44821,0.000219625
9.44833,0.000587692
9.44845,0.000530363
9.44857,7.42265E-05
9.44869,-0.00038191
9.44882,-8.21119E-05
9.44894,0.000217686
9.44906,0.000287062
9.44918,-6.89565E-05
9.4493,-0.000309765
9.44942,-0.000125178
9.44955,0.00024552
9.44967,0.000190822
9.44979,-2.00751E-05
9.44991,-0.000230973
9.45003,-0.000113961
9.45015,3.05007E-06
9.45028,-0.000190122
9.4504,-0.000383295
9.45052,-0.000221971
9.45064,-6.06482E-05
9.45076,-0.000186245
9.45088,-0.000311842
9.45101,-8.29427E-05
9.45113,0.000145956
9.45125,0.000339406
9.45137,0.000532856
9.45149,0.000637681
9.45161,0.000317112
9.45173,-4.38927E-05
9.45186,2.04979E-05
9.45198,0.000173513
9.4521,0.000326528
9.45222,-0.000167412
9.45234,-0.000661353
9.45246,-0.000260191
9.45259,0.000140971
9.45271,0.000126847
9.45283,-0.000312673
9.45295,-0.000158411
9.45307,0.000421245
9.45319,0.000655267
9.45332,0.000180299
9.45344,-0.000480781
9.45356,-0.000432869
9.45368,-0.00011133
9.4538,0.000210209
9.45392,-6.2033E-05
9.45405,-0.000334275
9.45417,-0.000376094
9.45429,-0.000417914
9.45441,-0.000247036
9.45453,-7.61575E-05
9.45465,-0.0001958
9.45478,-0.000315442
9.4549,-0.000204662
9.45502,0.000331513
9.45514,0.000619541
9.45526,0.000482174
9.45538,0.000114384
9.45551,-0.000253405
9.45563,-5.89867E-05
9.45575,0.000135432
9.45587,-0.000139856
9.45599,-0.000415144
9.45611,-0.000353661
9.45624,0.000133217
9.45636,0.000593508
9.45648,0.000344807
9.4566,-0.000220171
9.45672,-0.000359754
9.45684,0.000138756
9.45697,0.000637266
9.45709,0.000453371
9.45721,0.000269476
9.45733,0.000298279
9.45745,0.000327082
9.45757,-5.40013E-05
9.4577,-0.000435085
9.45782,-0.000585746
9.45794,-0.000311011
9.45806,-6.28638E-05
9.45818,-0.000240112
9.4583,-0.000204662
9.45843,0.000256183
9.45855,0.000681855
9.45867,0.000682132
9.45879,0.000310188
9.45891,-6.1756E-05
9.45903,4.93009E-05
9.45915,0.000160358
9.45928,0.000271415
9.4594,0.000382472
9.45952,0.000156757
9.45964,-6.89565E-05
9.45976,-8.19731E-05
9.45988,-9.49898E-05
9.46001,-0.000152319
9.46013,-0.000209647
9.46025,-5.42784E-05
9.46037,0.00010109
9.46049,0.000116046
9.46061,0.000131001
9.46074,0.000145956
9.46086,0.000160912
9.46098,0.000122693
9.4611,8.44738E-05
9.46122,4.62546E-05
9.46134,8.03545E-06
9.46147,0.000186945
9.46159,0.000365855
9.46171,0.000332067
9.46183,0.000298279
9.46195,0.000366409
9.46207,0.000434538
9.4622,0.000555843
9.46232,0.000251751
9.46244,-0.000281101
9.46256,-0.000388557
9.46268,-8.58171E-06
9.4628,0.000371394
9.46293,0.000334837
9.46305,-0.000127116
9.46317,-0.000376371
9.46329,-0.000200231
9.46341,-8.27034E-07
9.46353,0.000198577
9.46366,0.000211871
9.46378,0.000225164
9.4639,4.34849E-05
9.46402,-0.000138194
9.46414,-0.000107176
9.46426,-7.61575E-05
9.46439,2.72836E-05
9.46451,0.000130724
9.46463,2.14675E-05
9.46475,-8.77892E-05
9.46487,-0.000161597
9.46499,-0.000235404
9.46512,-9.65134E-05
9.46524,4.2377E-05
9.46536,-9.62363E-05
9.46548,-0.00023485
9.4656,-1.89673E-05
9.46572,0.000196915
9.46585,0.000120339
9.46597,4.37619E-05
9.46609,-8.5989E-05
9.46621,0.000209655
9.46633,0.000351869
9.46645,6.86874E-05
9.46657,-1.79651E-06
9.4667,0.000353115
9.46682,0.000787788
9.46694,0.000797066
9.46706,0.000434123
9.46718,7.11801E-05
9.4673,-6.18943E-05
9.46743,-0.000194969
9.46755,-0.000115346
9.46767,-3.57227E-05
9.46779,-2.69986E-05
9.46791,-1.82749E-05
9.46803,-9.55071E-06
9.46816,-8.27015E-07
9.46828,3.6146E-05
9.4684,7.31186E-05
9.46852,0.000110092
9.46864,0.000147064
9.46876,0.000246074
9.46889,0.000345083
9.46901,-5.22011E-05
9.46913,-0.000449486
9.46925,-0.00016215
9.46937,0.000125185
9.46949,0.00029731
9.46962,4.4039E-05
9.46974,-0.000147195
9.46986,-0.000338429
9.46998,-0.000201754
9.4701,-6.50794E-05
9.47022,1.73133E-05
9.47035,9.9706E-05
9.47047,-0.000172398
9.47059,-0.000444501
9.47071,-0.000249113
9.47083,-5.37243E-05
9.47095,-0.000212832
9.47108,-0.00037194
9.4712,-0.000312811
9.47132,-0.000253682
9.47144,-3.50303E-05
9.47156,-0.000241774
9.47168,-0.000419714
9.47181,-0.000172259
9.47193,2.20216E-05
9.47205,0.000216302
9.47217,0.00023735
9.47229,0.000258398
9.47241,6.67488E-05
9.47254,-0.000124901
9.47266,-0.000176967
9.47278,-0.000229034
9.4729,-0.000281101
9.47302,-0.000333167
9.47314,-0.000257837
9.47327,-0.000182506
9.47339,-8.27032E-07
9.47351,0.000180852
9.47363,-8.72356E-05
9.47375,-0.000355323
9.47387,-0.000127116
9.47399,0.00010109
9.47412,-0.000243712
9.47424,-0.000588515
9.47436,-0.000153427
9.47448,0.000281662
9.4746,-3.65534E-05
9.47472,-0.000354769
9.47485,-0.00017669
9.47497,1.38858E-06
9.47509,0.000124077
9.47521,0.000246766
9.47533,0.000156757
9.47545,6.67488E-05
9.47558,-0.000147333
9.4757,-0.000361416
9.47582,3.60072E-05
9.47594,0.000433431
9.47606,0.000292324
9.47618,-0.000274177
9.47631,-0.000530494
9.47643,-7.7819E-05
9.47655,0.000312819
9.47667,0.000278062
9.47679,0.000172405
9.47691,6.67488E-05
9.47704,0.000282354
9.47716,0.00049796
9.47728,0.000217271
9.4774,-6.34175E-05
9.47752,-0.000162427
9.47764,-0.000261437
9.47777,-5.95071E-06
9.47789,0.000249536
9.47801,0.000364886
9.47813,0.000480235
9.47825,0.000595585
9.47837,0.000710934
9.4785,0.000279031
9.47862,-0.000152872
9.47874,0.000195115
9.47886,0.000543103
9.47898,0.000490067
9.4791,0.000437031
9.47923,0.000277646
9.47935,0.000118262
9.47947,-4.33386E-05
9.47959,-0.000204939
9.47971,-1.20434E-05
9.47983,0.000180852
9.47996,0.000209932
9.48008,0.000239012
9.4802,0.000268091
9.48032,0.000297171
9.48044,-1.93827E-05
9.48056,-0.000335936
9.48069,-0.000156196
9.48081,2.35447E-05
9.48093,5.484E-05
9.48105,8.61352E-05
9.48117,0.00011743
9.48129,0.000148726
9.48141,-0.000249805
9.48154,-0.000648336
9.48166,-0.000692371
9.48178,-2.74145E-05
9.4819,0.000370286
9.48202,0.000342591
9.48214,0.000359208
9.48227,0.000375825
9.48239,0.000206332
9.48251,-0.000388557
9.48263,-0.000442839
9.48275,0.000495467
9.48287,0.00124766
9.483,0.00100727
9.48312,0.000226272
9.48324,-0.000129332
9.48336,-7.72653E-05
9.48348,-2.51988E-05
9.4836,-0.000301041
9.48373,-0.000576883
9.48385,-0.000213386
9.48397,0.000150111
9.48409,0.00030091
9.48421,0.000451709
9.48433,8.72793E-06
9.48446,-0.000434254
9.48458,-0.000540464
9.4847,6.23175E-05
9.48482,0.000494498
9.48494,0.000217686
9.48506,-0.000351584
9.48519,-0.00049546
9.48531,-0.000112022
9.48543,0.000271415
9.48555,4.33466E-05
9.48567,-0.000184722
9.48579,-9.04203E-05
9.48592,3.88128E-06
9.48604,9.81828E-05
9.48616,0.000192484
9.48628,-9.20822E-05
9.4864,-0.000376648
9.48652,-0.00016492
9.48665,4.68083E-05
9.48677,8.57199E-05
9.48689,0.000124631
9.48701,5.71939E-05
9.48713,-1.02431E-05
9.48725,-5.33089E-05
9.48738,-9.63747E-05
9.4875,-0.00013944
9.48762,-0.000182506
9.48774,-0.000359477
9.48786,-0.000536448
9.48798,-0.000624795
9.48811,-0.000287747
9.48823,9.4203E-06
9.48835,-0.000118808
9.48847,-5.20628E-05
9.48859,0.000440077
9.48871,0.000732813
9.48883,0.000316558
9.48896,-0.000312396
9.48908,-0.000232357
9.4892,0.000131278
9.48932,6.95181E-05
9.48944,-0.000444224
9.48956,-0.000532571
9.48969,-8.85879E-06
9.48981,0.000514854
9.48993,0.000427061
9.49005,0.000339268
9.49017,0.000473035
9.49029,0.000606801
9.49042,0.000244274
9.49054,-0.000118254
9.49066,-0.000309072
9.49078,-0.000499891
9.4909,-0.0003628
9.49102,-0.00022571
9.49115,0.000106353
9.49127,1.30204E-05
9.49139,-0.000319596
9.49151,-0.000226818
9.49163,0.00033359
9.49175,0.000468603
9.49188,8.9597E-05
9.492,-0.000289409
9.49212,4.05768E-05
9.49224,0.000370563
9.49236,0.000301741
9.49248,-0.000192476
9.49261,-0.000100668
9.49273,-8.85875E-06
9.49285,-0.000271546
9.49297,-0.000534233
9.49309,-0.000460149
9.49321,3.93306E-05
9.49334,0.000370425
9.49346,-7.47383E-06
9.49358,-0.00060527
9.4937,-0.000777672
9.49382,-0.000196769
9.49394,0.000384133
9.49407,0.000539641
9.49419,0.000269753
9.49431,2.64524E-05
9.49443,-0.000216848
9.49455,-0.000433561
9.49467,-0.000650275
9.4948,-0.000494767
9.49492,8.61352E-05
9.49504,0.000427753
9.49516,0.000343976
9.49528,2.97758E-05
9.4954,-0.000284424
9.49553,-0.000126147
9.49565,3.21301E-05
9.49577,-0.000164089
9.49589,-0.000360308
9.49601,-0.000175444
9.49613,9.42031E-06
9.49625,0.000220872
9.49638,6.92766E-06
9.4965,-0.000225849
9.49662,-0.000458625
9.49674,-0.000221695
9.49686,1.52359E-05
9.49698,-1.37053E-05
9.49711,-4.26467E-05
9.49723,-0.000124762
9.49735,0.000218518
9.49747,0.000587276
9.49759,0.00053064
9.49771,0.000101783
9.49784,-0.000327074
9.49796,-0.000277361
9.49808,-0.000227649
9.4982,-0.000364047
9.49832,-0.000500445
9.49844,-0.000589207
9.49857,-0.000252575
9.49869,0.000296756
9.49881,0.000420691
9.49893,0.000110368
9.49905,-0.000199954
9.49917,-0.000306441
9.4993,1.24667E-05
9.49942,0.000239981
9.49954,4.21005E-05
9.49966,-0.000102606
9.49978,-0.000247313
9.4999,-0.000294533
9.50003,-0.000341753
9.50015,-0.000442147
9.50027,-0.000117146
9.50039,0.000305341
9.50051,0.000302433
9.50063,-2.83834E-05
9.50076,6.61947E-05
9.50088,0.000346884
9.501,0.000627573
9.50112,0.000296756
9.50124,-3.40608E-05
9.50136,0.000130309
9.50149,0.000294679
9.50161,-3.72459E-05
9.50173,-0.000369171
9.50185,3.22684E-05
9.50197,0.000433708
9.50209,0.000338852
9.50222,-0.000181398
9.50234,-0.000449071
9.50246,-7.75098E-06
9.50258,0.000185422
9.5027,-4.68008E-05
9.50282,-0.000274592
9.50295,0.000206608
9.50307,0.000599185
9.50319,0.00028277
9.50331,-0.000372078
9.50343,-0.000317935
9.50355,0.000170466
9.50367,0.000233473
9.5038,5.49783E-05
9.50392,-0.000123516
9.50404,0.000167697
9.50416,0.00045891
9.50428,0.000100952
9.5044,-0.000257006
9.50453,-0.000118669
9.50465,1.96672E-05
9.50477,-1.51945E-06
9.50489,-2.27061E-05
9.50501,-4.38928E-05
9.50513,-6.50794E-05
9.50526,-1.14897E-05
9.50538,4.21004E-05
9.5055,9.56901E-05
9.50562,0.00014928
9.50574,3.89153E-05
9.50586,-7.14492E-05
9.50599,-0.000181814
9.50611,-0.000292178
9.50623,-0.000347153
9.50635,-0.000402127
9.50647,3.91923E-05
9.50659,0.000480512
9.50672,0.000274877
9.50684,6.92415E-05
9.50696,-3.00454E-05
9.50708,-0.000129332
9.5072,9.65209E-05
9.50732,0.000322374
9.50745,0.000441878
9.50757,0.000561382
9.50769,0.000177944
9.50781,-0.000205493
9.50793,-0.000234434
9.50805,0.000162019
9.50818,0.000421106
9.5083,-2.87988E-05
9.50842,-0.000398943
9.50854,-0.000343691
9.50866,-0.000144426
9.50878,5.484E-05
9.50891,-7.38031E-05
9.50903,-0.000202447
9.50915,0.000123108
9.50927,0.000448663
9.50939,0.000277923
9.50951,0.000107184
9.50964,-0.000267392
9.50976,-0.000641966
9.50988,-0.000378449
9.51,-0.00011493
9.51012,0.000200654
9.51024,0.000516239
9.51037,5.1932E-05
9.51049,-0.000412375
9.51061,-0.000285116
9.51073,-0.000157858
9.51085,7.57496E-05
9.51097,0.000309357
9.5111,0.00044617
9.51122,0.000582984
9.51134,0.000365301
9.51146,0.000147618
9.51158,9.69694E-06
9.5117,-0.000128224
9.51182,-5.34477E-05
9.51195,2.13291E-05
9.51207,5.84405E-05
9.51219,9.55514E-05
9.51231,2.63141E-05
9.51243,-4.29233E-05
9.51255,-1.38069E-06
9.51268,4.01614E-05
9.5128,-2.46447E-05
9.51292,-8.94512E-05
9.51304,0.000140417
9.51316,0.000370286
9.51328,0.000245659
9.51341,0.000121031
9.51353,0.000118262
9.51365,0.000115492
9.51377,-9.99751E-05
9.51389,-0.000315442
9.51401,-4.0154E-05
9.51414,0.000235134
9.51426,1.41282E-05
9.51438,-0.000206878
9.5145,2.40984E-05
9.51462,0.000255075
9.51474,0.000273353
9.51487,0.000291632
9.51499,0.000226411
9.51511,0.000161189
9.51523,-0.000258529
9.51535,-0.000678247
9.51547,-0.000548495
9.5156,-0.000418745
9.51572,-0.000616902
9.51584,-0.00081506
9.51596,-0.000461533
9.51608,0.000317389
9.5162,0.000759539
9.51633,0.000492698
9.51645,0.000318912
9.51657,0.000145126
9.51669,-7.29724E-05
9.51681,-0.00029107
9.51693,-0.000425945
9.51706,-0.00056082
9.51718,-0.0001994
9.5173,0.000162019
9.51742,0.000182237
9.51754,0.000202454
9.51766,9.97402E-06
9.51779,-0.000182506
9.51791,-0.000270853
9.51803,-0.0003592
9.51815,-0.00023485
9.51827,-0.000110499
9.51839,-9.24976E-05
9.51852,-7.44956E-05
9.51864,-0.000269191
9.51876,-0.000463888
9.51888,-5.02626E-05
9.519,0.000363362
9.51912,0.000378179
9.51924,-3.23993E-05
9.51937,-0.000115069
9.51949,-0.000197738
9.51961,-9.42978E-05
9.51973,9.14325E-06
9.51985,0.000159112
9.51997,0.00030908
9.5201,0.000246351
9.52022,0.000183622
9.52034,0.000134186
9.52046,8.47504E-05
9.52058,3.53148E-05
9.5207,-1.41207E-05
9.52083,0.000260337
9.52095,0.000534794
9.52107,0.000312957
9.52119,9.11206E-05
9.52131,3.76692E-05
9.52143,-1.57822E-05
9.52156,-4.26467E-05
9.52168,-6.95107E-05
9.5218,-0.000266976
9.52192,-3.90462E-05
9.52204,0.000162296
9.52216,0.000363639
9.52229,0.000135155
9.52241,-9.33283E-05
9.52253,-0.000321812
9.52265,-0.000550296
9.52277,-0.000441039
9.52289,-0.000331782
9.52302,-0.000222526
9.52314,-0.000113269
9.52326,-8.5989E-05
9.52338,-5.87096E-05
9.5235,-0.00021754
9.52362,-0.000376371
9.52375,-0.000402266
9.52387,-2.7656E-06
9.52399,0.000290386
9.52411,0.000158142
9.52423,8.12886E-05
9.52435,4.43497E-06
9.52448,0.000113692
9.5246,0.000222948
9.52472,4.19617E-05
9.52484,-0.000139025
9.52496,3.44841E-05
9.52508,0.000207993
9.52521,9.79058E-05
9.52533,-1.21822E-05
9.52545,0.000232226
9.52557,0.000476635
9.52569,0.000342175
9.52581,0.000207716
9.52594,2.00826E-05
9.52606,0.000257844
9.52618,0.000420276
9.5263,0.000157312
9.52642,0.000133632
9.52654,0.000109953
9.52666,0.000136125
9.52679,-0.000263099
9.52691,-0.000511661
9.52703,-5.12321E-05
9.52715,0.000590877
9.52727,0.000523993
9.52739,-0.000118946
9.52752,-0.000336491
9.52764,1.98059E-05
9.52776,0.000376102
9.52788,-0.000136117
9.528,-0.000648336
9.52812,-0.000433838
9.52825,0.000206055
9.52837,0.000234442
9.52849,-0.000162566
9.52861,-0.000102468
9.52873,0.000383025
9.52885,0.000372224
9.52898,-6.39716E-05
9.5291,-0.000181121
9.52922,0.000127124
9.52934,0.000222672
9.52946,-0.000107176
9.52958,-0.000328459
9.52971,-0.000124347
9.52983,0.000265876
9.52995,0.000230703
9.53007,0.000293017
9.53019,0.000355331
9.53031,0.000302433
9.53044,-0.000175859
9.53056,-0.000319181
9.53068,-3.71076E-05
9.5308,0.000227241
9.53092,-0.000217402
9.53104,-0.000697495
9.53117,-0.000184999
9.53129,0.000619956
9.53141,0.00071592
9.53153,0.000150526
9.53165,-0.000414867
9.53177,-0.000102883
9.5319,0.000209101
9.53202,-0.000117008
9.53214,-0.000443116
9.53226,-0.000512215
9.53238,-0.000155919
9.5325,3.43458E-05
9.53263,0.00022461
9.53275,8.6966E-05
9.53287,-5.06779E-05
9.53299,-6.42487E-05
9.53311,-7.7819E-05
9.53323,0.000121308
9.53336,0.000320435
9.53348,-2.21186E-06
9.5336,-0.000324858
9.53372,-0.000674093
9.53384,-0.000597931
9.53396,-0.000353384
9.53408,-0.000108838
9.53421,-0.000165612
9.53433,-0.000222387
9.53445,-0.000164366
9.53457,0.00031905
9.53469,0.000474558
9.53481,0.00020467
9.53494,-0.000242466
9.53506,-0.000264206
9.53518,-5.55245E-05
9.5353,0.000153157
9.53542,-5.69094E-05
9.53554,-0.000266976
9.53567,-0.000122547
9.53579,2.18828E-05
9.53591,-6.41099E-05
9.53603,-0.000150103
9.53615,0.0001184
9.53627,0.000386903
9.5364,4.08539E-05
9.53652,-0.000305195
9.53664,0.00010206
9.53676,0.000509315
9.53688,0.000508899
9.537,8.30889E-05
9.53713,-0.000156611
9.53725,2.90838E-05
9.53737,0.000281246
9.53749,0.000108014
9.53761,-1.20434E-05
9.53773,-0.000132101
9.53786,-0.000331921
9.53798,-0.00053174
9.5381,-0.000758147
9.53822,-0.000559158
9.53834,-0.000248421
9.53846,6.23176E-05
9.53859,-0.000211863
